lon,lat
-1.577059,54.981675
-1.580427,54.982342
-1.577059,54.981675
-1.579624,54.981477
-1.57426,54.989312
-1.576004,54.989866
-1.672496,54.985806
-1.67924,54.986651
-1.686575,54.983893
-1.692927,54.984934
-1.692927,54.984934
-1.66659,54.981917
-1.66712,54.985818
-1.66712,54.985818
-1.659444,54.980657
-1.662201,54.981734
-1.653958,54.977263
-1.680113,54.992746
-1.676582,54.988719
-1.680291,54.992081
-1.55195,54.980219
-1.550152,54.976115
-1.548597,54.986668
-1.537092,54.981475
-1.54118,54.986074
-1.543432,54.983252
-1.54118,54.986074
-1.713287,54.985019
-1.713287,54.985019
-1.709696,54.978172
-1.709696,54.978172
-1.709371,54.979807
-1.70865,54.982294
-1.709371,54.979807
-1.707773,54.980522
-1.713811,54.98166
-1.713811,54.98166
-1.719025,54.980135
-1.708044,54.98409
-1.7119,54.977989
-1.716498,54.977335
-1.7119,54.977989
-1.716498,54.977335
-1.716498,54.977335
-1.71342,54.977381
-1.71069,54.976827
-1.71342,54.977381
-1.71628,54.979437
-1.713914,54.975972
-1.713914,54.975972
-1.699012,54.979854
-1.70873,54.977712
-1.639315,54.979368
-1.63947,54.974264
-1.63947,54.974264
-1.63546,54.973776
-1.634431,54.973539
-1.63038,54.972359
-1.63546,54.973776
-1.63038,54.972359
-1.639553,54.973806
-1.639553,54.973806
-1.646486,54.977708
-1.639553,54.973806
-1.647231,54.976515
-1.65238,54.975425
-1.65238,54.975425
-1.648628,54.979296
-1.63988,54.97564
-1.639323,54.976771
-1.640908,54.977728
-1.591925,54.974923
-1.591925,54.974923
-1.60158,54.978019
-1.601499,54.975152
-1.596957,54.976314
-1.597091,54.973862
-1.602375,54.978246
-1.602375,54.978246
-1.595704,54.976679
-1.592284,54.982607
-1.583788,54.980727
-1.581732,54.983084
-1.583434,54.98025
-1.590078,54.979877
-1.583788,54.980727
-1.581732,54.983084
-1.582684,54.981748
-1.581732,54.983084
-1.583127,54.97971
-1.587705,54.97818
-1.599238,54.973186
-1.629221,54.977747
-1.622448,54.978598
-1.6296,54.977371
-1.6296,54.977371
-1.6296,54.977371
-1.622448,54.978598
-1.618219,54.976419
-1.61274,54.974308
-1.614002,54.976262
-1.61222,54.9764
-1.612134,54.977199
-1.632948,54.973427
-1.632948,54.973427
-1.629227,54.97373
-1.633038,54.975575
-1.632948,54.973427
-1.63291,54.977542
-1.632948,54.973427
-1.633038,54.975575
-1.632948,54.973427
-1.629227,54.97373
-1.633038,54.975575
-1.629971,54.970956
-1.630459,54.970553
-1.633585,54.972027
-1.63086,54.971165
-1.633575,54.971425
-1.630459,54.970553
-1.60765,54.969241
-1.609843,54.970228
-1.617258,54.970746
-1.609843,54.970228
-1.611184,54.970394
-1.612931,54.970714
-1.607747,54.9689
-1.615322,54.972222
-1.607747,54.9689
-1.611983,54.97347
-1.614472,54.971249
-1.614215,54.970395
-1.612959,54.972619
-1.612425,54.968088
-1.612931,54.970714
-1.620211,54.972309
-1.609613,54.974585
-1.612959,54.972619
-1.618661,54.969402
-1.611738,54.969722
-1.613189,54.969906
-1.619265,54.96492
-1.617241,54.969164
-1.610635,54.967427
-1.619408,54.966322
-1.621934,54.96846
-1.621934,54.96846
-1.622684,54.965065
-1.614464,54.968814
-1.611738,54.969722
-1.625779,54.968148
-1.620304,54.967349
-1.614464,54.968814
-1.617241,54.969164
-1.611738,54.969722
-1.622684,54.965065
-1.618661,54.969402
-1.619408,54.966322
-1.619408,54.966322
-1.619265,54.96492
-1.626127,54.971052
-1.624282,54.971235
-1.626074,54.971708
-1.62065,54.970433
-1.62065,54.970433
-1.619894,54.97114
-1.688931,54.980215
-1.690366,54.97852
-1.690366,54.97852
-1.690967,54.983671
-1.688109,54.983511
-1.691092,54.971477
-1.566989,54.969274
-1.56661,54.968221
-1.566448,54.967313
-1.566989,54.969274
-1.573465,54.965514
-1.566448,54.967313
-1.569495,54.976005
-1.565702,54.972765
-1.566303,54.972048
-1.586451,54.97397
-1.580808,54.975775
-1.583289,54.974543
-1.58471,54.977693
-1.57643,54.970197
-1.573578,54.97105
-1.578251,54.973789
-1.573578,54.97105
-1.576639,54.971123
-1.576639,54.971123
-1.576639,54.971123
-1.573578,54.97105
-1.575831,54.9752
-1.576639,54.971123
-1.57452,54.973533
-1.576639,54.971123
-1.575831,54.9752
-1.576639,54.971123
-1.588015,54.972232
-1.576639,54.971123
-1.565816,54.976684
-1.570022,54.979296
-1.570022,54.979296
-1.570022,54.979296
-1.56819,54.976755
-1.56819,54.976755
-1.554866,54.977893
-1.55728,54.975799
-1.554866,54.977893
-1.672034,54.971526
-1.667997,54.974166
-1.669501,54.975643
-1.668283,54.975496
-1.667062,54.9702
-1.654043,54.967306
-1.656806,54.967476
-1.658134,54.969367
-1.653226,54.967879
-1.660282,54.97028
-1.561666,54.974746
-1.561666,54.974746
-1.562565,54.973949
-1.565086,54.974857
-1.561666,54.974746
-1.562101,54.972078
-1.563565,54.975373
-1.560649,54.973457
-1.560959,54.967914
-1.55796,54.973636
-1.555321,54.970715
-1.558027,54.973223
-1.543252,54.975666
-1.547876,54.975738
-1.640005,54.972127
-1.642551,54.970445
-1.640113,54.970573
-1.637935,54.969524
-1.640113,54.970573
-1.640113,54.970573
-1.641119,54.971537
-1.640113,54.970573
-1.658322,54.974813
-1.656937,54.970486
-1.655661,54.971687
-1.657685,54.974326
-1.657685,54.974326
-1.657685,54.974326
-1.658704,54.972136
-1.656937,54.970486
-1.644297,54.972571
-1.643107,54.969332
-1.642713,54.969799
-1.642713,54.969799
-1.643107,54.969332
-1.644297,54.972571
-1.644297,54.972571
-1.656246,54.974591
-1.659628,54.973684
-1.656873,54.976148
-1.659676,54.971689
-1.656873,54.976148
-1.651692,54.970049
-1.652582,54.970151
-1.652582,54.970151
-1.646526,54.967815
-1.639485,54.965646
-1.635054,54.966801
-1.634168,54.964633
-1.620889,54.963271
-1.564515,54.967019
-1.561951,54.965715
-1.545697,54.968037
-1.545522,54.966931
-1.545522,54.966931
-1.546945,54.9654
-1.546945,54.9654
-1.550717,54.960471
-1.551259,54.970754
-1.551137,54.967662
-1.552646,54.968252
-1.551259,54.970754
-1.551259,54.970754
-1.551259,54.970754
-1.698603,55.001096
-1.681752,54.997018
-1.685354,54.996102
-1.689185,54.99994
-1.688545,54.997818
-1.715383,54.995763
-1.466,55.050738
-1.461834,55.054449
-1.5772,55.045585
-1.5772,55.045585
-1.578399,55.058143
-1.581823,55.05855
-1.583099,55.057818
-1.583099,55.057818
-1.577813,55.058734
-1.579683,55.061059
-1.591042,55.054124
-1.591042,55.054124
-1.591042,55.054124
-1.594328,55.055816
-1.601912,55.056605
-1.457078,55.047311
-1.622855,55.051882
-1.623791,55.048928
-1.624932,55.045714
-1.621805,55.042047
-1.469919,55.044384
-1.467578,55.046252
-1.469933,55.045714
-1.468298,55.03912
-1.442528,55.043489
-1.440177,55.042642
-1.445281,55.045856
-1.442392,55.040945
-1.442136,55.037942
-1.535551,55.04325
-1.523065,55.043067
-1.505827,55.037373
-1.569294,55.040067
-1.578252,55.0423
-1.578405,55.035192
-1.576666,55.027979
-1.578405,55.035192
-1.577309,55.03677
-1.575471,55.038938
-1.575471,55.038938
-1.577309,55.03677
-1.572701,55.0375
-1.499097,55.026256
-1.461119,55.041263
-1.465855,55.040448
-1.453899,55.039353
-1.453899,55.039353
-1.459987,55.03113
-1.456859,55.043832
-1.452953,55.04563
-1.436073,55.036261
-1.435105,55.031646
-1.452767,55.028249
-1.50639,55.033565
-1.514247,55.026857
-1.512352,55.023219
-1.520346,55.033603
-1.519591,55.033887
-1.517238,55.035738
-1.512729,55.03466
-1.519333,55.037139
-1.510544,55.036808
-1.564085,55.023999
-1.561347,55.024052
-1.552625,55.024973
-1.564085,55.023999
-1.563452,55.036209
-1.563452,55.036209
-1.558897,55.036417
-1.44788,55.025298
-1.44788,55.025298
-1.459765,55.024381
-1.466348,55.025722
-1.467698,55.023014
-1.463471,55.022132
-1.566489,55.021527
-1.569003,55.02044
-1.570594,55.023824
-1.555255,55.020462
-1.55477,55.023345
-1.554556,55.021439
-1.486655,55.02305
-1.494297,55.023585
-1.486634,55.022241
-1.488273,55.021287
-1.486634,55.022241
-1.473667,55.022294
-1.475398,55.020297
-1.474776,55.022397
-1.478064,55.020956
-1.481469,55.012793
-1.424588,55.022099
-1.441286,55.011303
-1.43593,55.010757
-1.44254,55.014481
-1.535004,55.025635
-1.54735,55.025214
-1.547895,55.022646
-1.572528,55.015519
-1.580202,55.015959
-1.590765,55.01373
-1.583955,55.012926
-1.591407,55.012079
-1.587037,55.012783
-1.584447,55.010726
-1.470793,55.014886
-1.465122,55.010898
-1.466471,55.014139
-1.471358,55.018267
-1.476901,55.018956
-1.472065,55.01685
-1.470723,55.018983
-1.474815,55.018219
-1.463019,55.014986
-1.458631,55.00874
-1.456556,55.008389
-1.503952,55.010586
-1.503952,55.010586
-1.453521,55.006201
-1.450802,55.008354
-1.450802,55.008354
-1.452194,55.00951
-1.454767,55.005388
-1.454767,55.005388
-1.454825,55.006862
-1.442836,55.008929
-1.44674,55.007033
-1.448092,55.007605
-1.447191,55.01062
-1.453599,55.013075
-1.456354,55.011722
-1.456354,55.011722
-1.449628,55.014199
-1.446582,55.013969
-1.484586,55.008717
-1.476192,55.008547
-1.471735,55.009777
-1.467484,55.008482
-1.460975,55.007663
-1.460483,55.007004
-1.459657,55.005626
-1.475766,55.002884
-1.465906,55.00364
-1.462582,55.006717
-1.465906,55.00364
-1.461762,55.003775
-1.463091,55.004913
-1.463716,55.004934
-1.477969,55.010181
-1.515714,55.006392
-1.519461,55.008168
-1.518533,55.011247
-1.550722,55.000649
-1.550722,55.000649
-1.542803,55.008294
-1.500786,55.003636
-1.498618,54.999394
-1.493667,55.000353
-1.496306,55.004282
-1.498137,55.004155
-1.497677,55.00595
-1.480223,54.994249
-1.481631,54.991766
-1.476084,54.997628
-1.481577,54.991109
-1.474081,54.996631
-1.480803,54.991708
-1.47542,54.997041
-1.481577,54.991109
-1.476576,54.998286
-1.476084,54.997628
-1.469751,54.997789
-1.473645,54.998858
-1.465106,55.001552
-1.465106,55.001552
-1.469751,54.997789
-1.44823,55.006671
-1.447569,55.004673
-1.447569,55.004673
-1.461442,55.003091
-1.449882,55.003641
-1.45045,55.003248
-1.45771,55.002769
-1.458105,55.000137
-1.458105,55.000137
-1.458105,55.000137
-1.505032,55.000274
-1.49088,54.996927
-1.490463,54.997833
-1.492759,54.991741
-1.497049,54.997366
-1.497049,54.997366
-1.491133,54.991797
-1.501064,54.993806
-1.509941,54.99643
-1.511853,54.9973
-1.510219,54.996701
-1.511471,54.996598
-1.513017,54.992839
-1.50901,54.99205
-1.518622,54.995916
-1.523594,54.991829
-1.525191,54.992986
-1.525191,54.992986
-1.523273,54.993877
-1.525191,54.992986
-1.529917,54.991153
-1.530571,54.992683
-1.529657,54.994666
-1.528372,54.99626
-1.532522,54.996914
-1.529657,54.994666
-1.532522,54.996914
-1.532522,54.996914
-1.513972,55.003078
-1.536605,54.995303
-1.537618,54.995586
-1.533428,54.992937
-1.535133,54.991488
-1.536647,54.992994
-1.53785,54.994445
-1.540325,54.992604
-1.539602,54.994317
-1.539365,54.990434
-1.53842,54.986935
-1.538957,54.9878
-1.532469,54.989366
-1.534379,54.990406
-1.532306,54.989931
-2.007945,55.77643
-2.007945,55.77643
-2.005632,55.768119
-2.00584,55.770688
-2.001425,55.76899
-2.002716,55.768532
-2.004501,55.769475
-2.010763,55.762772
-1.998445,55.753805
-1.991311,55.734263
-1.715849,55.607244
-1.82746,55.594396
-1.910138,55.549234
-1.635216,55.398001
-1.763457,55.423934
-1.69746,55.405818
-1.719857,55.414228
-1.719857,55.414228
-1.718508,55.410621
-1.718508,55.410621
-1.708449,55.41465
-1.718095,55.413181
-1.708829,55.412432
-1.709718,55.411877
-1.709718,55.411877
-1.707113,55.411619
-1.707353,55.411197
-1.707013,55.40807
-1.584829,55.332021
-1.581464,55.334319
-1.584449,55.333736
-1.578611,55.317874
-1.675321,55.370933
-1.614495,55.34016
-1.909416,55.310785
-1.911389,55.309205
-2.100707,55.336844
-1.595717,55.293769
-1.634255,55.296721
-1.634255,55.296721
-1.558475,55.222652
-1.536172,55.212891
-1.539994,55.21402
-1.539994,55.21402
-1.540989,55.212217
-1.536172,55.212891
-1.536172,55.212891
-1.615938,55.241357
-1.592281,55.240229
-1.519158,55.187593
-1.506487,55.18729
-1.519158,55.187593
-1.52405,55.180342
-1.515906,55.178585
-1.525914,55.180808
-1.56522,55.179193
-1.566021,55.182098
-1.565856,55.184236
-1.566021,55.182098
-1.568353,55.182852
-1.565963,55.178728
-1.568353,55.182852
-1.570367,55.183938
-1.574095,55.180356
-1.575315,55.18081
-1.573529,55.183419
-1.558912,55.184508
-1.558985,55.183637
-1.563189,55.182618
-1.558985,55.183637
-1.558912,55.184508
-1.563189,55.182618
-1.563189,55.182618
-1.559412,55.181895
-1.557861,55.175905
-1.561197,55.176689
-1.564067,55.178389
-1.561197,55.176689
-1.557861,55.175905
-1.56382,55.18085
-1.56382,55.18085
-1.560048,55.179749
-1.560327,55.180092
-1.695326,55.171554
-1.683371,55.178469
-1.683371,55.178469
-1.683371,55.178469
-1.651988,55.177818
-1.58237,55.181958
-1.581983,55.182909
-1.586441,55.184604
-1.580693,55.177144
-1.591514,55.183076
-1.574607,55.178067
-1.581376,55.171863
-1.554644,55.174329
-1.551853,55.174013
-1.557341,55.173261
-1.554644,55.174329
-1.553333,55.182097
-1.5576,55.183892
-1.542207,55.17865
-1.542207,55.17865
-1.546602,55.18431
-1.536562,55.177937
-1.543805,55.17481
-1.537784,55.176863
-1.554003,55.171272
-1.568655,55.176671
-1.56896,55.174623
-1.843018,55.205233
-1.729487,55.266749
-1.703489,55.262628
-1.671806,55.125871
-1.665743,55.080133
-1.68537,55.167808
-1.686033,55.169391
-1.692418,55.169938
-1.675438,55.159569
-1.693829,55.164091
-1.693829,55.164091
-1.603576,55.159168
-1.595974,55.161291
-1.59549,55.161019
-1.603258,55.159562
-1.587659,55.163968
-1.592232,55.166508
-1.586658,55.163596
-1.586658,55.163596
-1.581485,55.16445
-1.583914,55.133214
-1.586514,55.1305
-1.585806,55.130677
-1.577718,55.131782
-1.580218,55.13419
-1.568311,55.140187
-1.519177,55.142941
-1.53007,55.155843
-1.596545,55.131144
-1.597569,55.132217
-1.591122,55.130749
-1.59433,55.133024
-1.597095,55.134085
-1.597569,55.132217
-1.591122,55.130749
-1.602922,55.134895
-1.609797,55.132769
-1.606243,55.133719
-1.600305,55.131552
-1.532885,55.128491
-1.535168,55.126316
-1.533918,55.129951
-1.523587,55.129659
-1.533918,55.129951
-1.535168,55.126316
-1.536947,55.131184
-1.537474,55.127592
-1.536143,55.12472
-1.537474,55.127592
-1.540108,55.124933
-1.540108,55.124933
-1.512735,55.129607
-1.520769,55.127959
-1.520265,55.133339
-1.520769,55.127959
-1.543132,55.12658
-1.545696,55.127272
-1.545696,55.127272
-1.543132,55.12658
-1.546904,55.129946
-1.541218,55.128019
-1.547077,55.128536
-1.507215,55.124427
-1.506038,55.123263
-1.507215,55.124427
-1.512042,55.125956
-1.509055,55.123985
-1.507215,55.124427
-1.513233,55.12863
-1.508279,55.127172
-1.515422,55.126572
-1.51302,55.129384
-1.507676,55.12779
-1.514557,55.12416
-1.514557,55.12416
-1.516992,55.130316
-1.514299,55.128661
-1.513233,55.12863
-1.514557,55.12416
-1.515904,55.123015
-1.513935,55.126314
-1.510661,55.12737
-1.514557,55.12416
-1.51628,55.12955
-1.51302,55.129384
-1.51666,55.125373
-1.518178,55.125612
-1.517861,55.127157
-1.517932,55.126474
-1.509259,55.121488
-1.503425,55.121545
-1.502231,55.117919
-1.502231,55.117919
-1.501334,55.111939
-1.502379,55.119914
-1.50209,55.120434
-1.500508,55.125334
-1.503464,55.123441
-1.503464,55.123441
-1.50285,55.122361
-1.50301,55.125938
-1.504942,55.125667
-1.50209,55.120434
-1.50352,55.125257
-1.499229,55.12479
-1.500508,55.125334
-1.500485,55.125963
-1.529389,55.128325
-1.526469,55.129985
-1.526469,55.129985
-1.526469,55.129985
-1.529389,55.128325
-1.525637,55.118075
-1.523994,55.119138
-1.525637,55.118075
-1.527472,55.11801
-1.520778,55.124553
-1.531831,55.126088
-1.519045,55.119972
-1.511184,55.117892
-1.511184,55.117892
-1.511184,55.117892
-1.514699,55.117682
-1.509795,55.121229
-1.511184,55.117892
-1.521677,55.11885
-1.523597,55.115578
-1.54091,55.123346
-1.54091,55.123346
-1.54091,55.123346
-1.54091,55.123346
-1.544487,55.12184
-1.54091,55.123346
-1.549847,55.126245
-1.531994,55.109437
-1.533856,55.107063
-1.530134,55.106339
-1.530969,55.112641
-1.528937,55.116174
-1.513975,55.113994
-1.509124,55.11198
-1.508099,55.108696
-1.501517,55.102253
-1.508099,55.108696
-1.508099,55.108696
-1.575751,55.102804
-1.574662,55.081368
-1.562237,55.078754
-1.571193,55.08052
-1.57328,55.097889
-1.57328,55.097889
-1.585109,55.086005
-1.583002,55.085216
-1.585103,55.08348
-1.581478,55.085651
-1.588844,55.085371
-1.583002,55.085216
-1.584193,55.079163
-1.610716,55.085083
-1.610716,55.085083
-1.601476,55.084748
-1.518117,55.085022
-1.518117,55.085022
-1.471326,55.0825
-1.471326,55.0825
-1.473633,55.083391
-1.571691,55.079408
-1.571691,55.079408
-1.576488,55.07902
-1.583509,55.065008
-1.579724,55.070656
-1.576158,55.071695
-1.521042,55.069658
-1.527762,55.072164
-1.521042,55.069658
-1.527846,55.073009
-1.525269,55.072397
-1.517268,55.065788
-1.552514,55.062984
-1.559809,55.063047
-1.555952,55.062197
-1.552514,55.062984
-1.541588,55.065469
-1.74447,55.047821
-1.743883,55.049078
-1.743551,55.049598
-1.749062,55.056835
-1.743551,55.049598
-1.816968,55.040241
-1.874926,55.040917
-2.102902,54.973199
-2.126602,55.003685
-2.094831,54.975785
-2.105792,54.973197
-2.103776,54.973064
-2.102368,54.97231
-2.105792,54.973197
-2.102471,54.969848
-2.110752,54.964916
-2.110752,54.964916
-2.090083,54.969256
-2.094372,54.966637
-2.095937,54.967777
-2.094372,54.966637
-2.100348,54.970452
-2.101054,54.971449
-2.100348,54.970452
-2.098848,54.970183
-2.096104,54.97236
-1.956227,54.959963
-1.82839,54.981677
-1.82839,54.981677
-1.82839,54.981677
-2.469066,54.973461
-2.458873,54.970094
-2.545636,54.922063
-2.53768,54.919816
-2.53768,54.919816
-2.545636,54.922063
-1.842793,54.950497
-1.842793,54.950497
-1.842793,54.950497
-1.853371,54.961149
-1.845506,54.959621
-1.859319,54.96175
-1.862991,54.956667
-1.864257,54.956274
-1.862837,54.956002
-2.26989,54.97182
-2.017886,54.898979
-2.176949,55.005186
-1.423808,54.996844
-1.432151,55.00045
-1.419573,54.995646
-1.416998,55.00294
-1.423342,54.999906
-1.436313,55.003516
-1.436313,55.003516
-1.435197,54.987291
-1.438903,54.982608
-1.440185,54.981464
-1.440185,54.981464
-1.438903,54.982608
-1.433731,54.988173
-1.436204,54.98903
-1.439622,54.990465
-1.431092,54.99571
-1.442325,54.990523
-1.439682,54.995138
-1.437289,55.003044
-1.439548,54.999119
-1.431398,54.990706
-1.432726,54.994073
-1.433396,54.998632
-1.423573,54.987083
-1.422377,54.988713
-1.427025,54.984979
-1.423255,54.985231
-1.426959,54.984116
-1.421485,54.985537
-1.423936,54.986779
-1.402447,54.986919
-1.397181,54.980638
-1.420836,54.970904
-1.429397,54.9841
-1.429397,54.9841
-1.40854,54.973199
-1.410699,54.979383
-1.413414,54.977464
-1.48103,54.980216
-1.479345,54.98002
-1.481192,54.982175
-1.48103,54.980216
-1.483421,54.980127
-1.496183,54.981663
-1.482779,54.982649
-1.493611,54.981203
